unidade;mes;ano;grau;escore;predicao_obito;saidas;obitos_ocorridos;obitos_esperados
HJK;Junho;2024;VI;25 a 29;55;16;8;8,8
HJK;Junho;2024;VII;30 a 34;75;8;2;6,0
HJK;Junho;2024;VIII;> 34;85;4;3;3,4
HJK;Julho;2024;I;0 a 4;4;3;0;0,12
HJK;Julho;2024;II;5 a 9;8;15;0;1,2
HJK;Julho;2024;III;10 a 14;15;36;2;5,4
HJK;Julho;2024;IV;15 a 19;25;38;4;9,5
HJK;Julho;2024;V;20 a 24;40;24;6;9,6
HJK;Julho;2024;VI;25 a 29;55;12;5;6,6
HJK;Julho;2024;VII;30 a 34;75;8;3;6,0
HJK;Julho;2024;VIII;> 34;85;3;1;2,55
HJK;Agosto;2024;I;0 a 4;4;1;0;0,04
HJK;Agosto;2024;II;5 a 9;8;17;0;1,36
HJK;Agosto;2024;III;10 a 14;15;36;4;5,4
HJK;Agosto;2024;IV;15 a 19;25;36;9;9,0
HJK;Agosto;2024;V;20 a 24;40;30;5;12,0
HJK;Agosto;2024;VI;25 a 29;55;16;3;8,8
HJK;Agosto;2024;VII;30 a 34;75;2;2;1,5
HJK;Agosto;2024;VIII;> 34;85;4;2;3,4
HJK;Setembro;2024;I;0 a 4;4;9;0;0,36
HJK;Setembro;2024;II;5 a 9;8;22;0;1,76
HJK;Setembro;2024;III;10 a 14;15;54;1;8,1
HJK;Setembro;2024;IV;15 a 19;25;37;5;9,25
HJK;Setembro;2024;V;20 a 24;40;17;3;6,8
HJK;Setembro;2024;VI;25 a 29;55;16;2;8,8
HJK;Setembro;2024;VII;30 a 34;75;2;0;1,5
HJK;Setembro;2024;VIII;> 34;85;2;2;1,7
HJK;Outubro;2024;I;0 a 4;4;22;0;0,88
HJK;Outubro;2024;II;5 a 9;8;46;0;3,68
HJK;Outubro;2024;III;10 a 14;15;44;2;6,6
HJK;Outubro;2024;IV;15 a 19;25;32;5;8,0
HJK;Outubro;2024;V;20 a 24;40;16;4;6,4
HJK;Outubro;2024;VI;25 a 29;55;12;4;6,6
HJK;Outubro;2024;VII;30 a 34;75;3;2;2,25
HJK;Outubro;2024;VIII;> 34;85;1;0;0,85
HJK;Novembro;2024;I;0 a 4;4;10;0;0,4
HJK;Novembro;2024;II;5 a 9;8;25;0;2,0
HJK;Novembro;2024;III;10 a 14;15;41;5;6,15
HJK;Novembro;2024;IV;15 a 19;25;31;6;7,75
HJK;Novembro;2024;V;20 a 24;40;11;3;4,4
HJK;Novembro;2024;VI;25 a 29;55;9;2;4,95
HJK;Novembro;2024;VII;30 a 34;75;4;0;3,0
HJK;Novembro;2024;VIII;> 34;85;1;0;0,85
HJK;Dezembro;2024;I;0 a 4;4;5;0;0,2
HJK;Dezembro;2024;II;5 a 9;8;36;3;2,88
HJK;Dezembro;2024;III;10 a 14;15;43;6;6,45
HJK;Dezembro;2024;IV;15 a 19;25;35;0;8,75
HJK;Dezembro;2024;V;20 a 24;40;24;8;9,6
HJK;Dezembro;2024;VI;25 a 29;55;18;8;9,9
HJK;Dezembro;2024;VII;30 a 34;75;5;2;3,75
HJK;Dezembro;2024;VIII;> 34;85;1;1;0,85
HJXXIII;Janeiro;2024;I;0 a 4;4;16;2;0,64
HJXXIII;Janeiro;2024;II;5 a 9;8;18;0;1,44
HJXXIII;Janeiro;2024;III;10 a 14;15;36;0;5,4
HJXXIII;Janeiro;2024;IV;15 a 19;25;43;10;10,75
HJXXIII;Janeiro;2024;V;20 a 24;40;28;14;11,2
HJXXIII;Janeiro;2024;VI;25 a 29;55;8;4;4,4
HJXXIII;Janeiro;2024;VII;30 a 34;75;7;6;5,25
HJXXIII;Janeiro;2024;VIII;> 34;85;0;0;0,0
HJXXIII;Fevereiro;2024;I;0 a 4;4;9;1;0,36
HJXXIII;Fevereiro;2024;II;5 a 9;8;26;1;2,08
HJXXIII;Fevereiro;2024;III;10 a 14;15;32;0;4,8
HJXXIII;Fevereiro;2024;IV;15 a 19;25;32;6;8,0
HJXXIII;Fevereiro;2024;V;20 a 24;40;23;5;9,2
HJXXIII;Fevereiro;2024;VI;25 a 29;55;11;3;6,05
HJXXIII;Fevereiro;2024;VII;30 a 34;75;8;5;6,0
HJXXIII;Fevereiro;2024;VIII;> 34;85;0;0;0,0
HJXXIII;Mar̤o;2024;I;0 a 4;4;21;0;0,84
HJXXIII;Mar̤o;2024;II;5 a 9;8;32;0;2,56
HJXXIII;Mar̤o;2024;III;10 a 14;15;42;3;6,3
HJXXIII;Mar̤o;2024;IV;15 a 19;25;37;5;9,25
HJXXIII;Mar̤o;2024;V;20 a 24;40;23;10;9,2
HJXXIII;Mar̤o;2024;VI;25 a 29;55;3;1;1,65
HJXXIII;Mar̤o;2024;VII;30 a 34;75;7;6;5,25
HJXXIII;Mar̤o;2024;VIII;> 34;85;0;0;0,0
HJXXIII;Abril;2024;I;0 a 4;4;13;0;0,52
HJXXIII;Abril;2024;II;5 a 9;8;22;1;1,76
HJXXIII;Abril;2024;III;10 a 14;15;37;1;5,55
HJXXIII;Abril;2024;IV;15 a 19;25;36;5;9,0
HJXXIII;Abril;2024;V;20 a 24;40;16;6;6,4
HJXXIII;Abril;2024;VI;25 a 29;55;6;4;3,3
HJXXIII;Abril;2024;VII;30 a 34;75;4;3;3,0
HJXXIII;Abril;2024;VIII;> 34;85;0;0;0,0
HJXXIII;Maio;2024;I;0 a 4;4;17;0;0,68
HJXXIII;Maio;2024;II;5 a 9;8;28;2;2,24
HJXXIII;Maio;2024;III;10 a 14;15;38;4;5,7
HJXXIII;Maio;2024;IV;15 a 19;25;49;7;12,25
HJXXIII;Maio;2024;V;20 a 24;40;29;8;11,6
HJXXIII;Maio;2024;VI;25 a 29;55;10;6;5,5
HJXXIII;Maio;2024;VII;30 a 34;75;6;4;4,5
HJXXIII;Maio;2024;VIII;> 34;85;3;3;2,55
HJXXIII;Junho;2024;I;0 a 4;4;12;0;0,48
HJXXIII;Junho;2024;II;5 a 9;8;30;1;2,4
HJXXIII;Junho;2024;III;10 a 14;15;36;1;5,4
HJXXIII;Junho;2024;IV;15 a 19;25;42;6;10,5
HJXXIII;Junho;2024;V;20 a 24;40;21;5;8,4
HJXXIII;Junho;2024;VI;25 a 29;55;7;1;3,85
HJXXIII;Junho;2024;VII;30 a 34;75;0;0;0,0
HJXXIII;Junho;2024;VIII;> 34;85;4;2;3,4
HJXXIII;Julho;2024;I;0 a 4;4;14;0;0,56
HJXXIII;Julho;2024;II;5 a 9;8;27;2;2,16
HJXXIII;Julho;2024;III;10 a 14;15;48;0;7,2
HJXXIII;Julho;2024;IV;15 a 19;25;40;7;10,0
HJXXIII;Julho;2024;V;20 a 24;40;18;8;7,2
HJXXIII;Julho;2024;VI;25 a 29;55;17;7;9,35
HJXXIII;Julho;2024;VII;30 a 34;75;9;9;6,75
HJXXIII;Julho;2024;VIII;> 34;85;3;3;2,55
HJXXIII;Agosto;2024;I;0 a 4;4;14;1;0,56
HJXXIII;Agosto;2024;II;5 a 9;8;29;0;2,32
HJXXIII;Agosto;2024;III;10 a 14;15;50;6;7,5
HJXXIII;Agosto;2024;IV;15 a 19;25;33;4;8,25
HJXXIII;Agosto;2024;V;20 a 24;40;25;7;10,0
HJXXIII;Agosto;2024;VI;25 a 29;55;9;6;4,95
HJXXIII;Agosto;2024;VII;30 a 34;75;10;9;7,5
HJXXIII;Agosto;2024;VIII;> 34;85;0;0;0,0
HJXXIII;Setembro;2024;I;0 a 4;4;15;0;0,6
HJXXIII;Setembro;2024;II;5 a 9;8;20;0;1,6
HJXXIII;Setembro;2024;III;10 a 14;15;48;3;7,2
HJXXIII;Setembro;2024;IV;15 a 19;25;30;6;7,5
HJXXIII;Setembro;2024;V;20 a 24;40;14;3;5,6
HJXXIII;Setembro;2024;VI;25 a 29;55;9;3;4,95
HJXXIII;Setembro;2024;VII;30 a 34;75;4;2;3,0
HJXXIII;Setembro;2024;VIII;> 34;85;2;2;1,7
HJXXIII;Outubro;2024;I;0 a 4;4;10;0;0,4
HJXXIII;Outubro;2024;II;5 a 9;8;17;1;1,36
HJXXIII;Outubro;2024;III;10 a 14;15;23;5;3,45
HJXXIII;Outubro;2024;IV;15 a 19;25;24;8;6,0
HJXXIII;Outubro;2024;V;20 a 24;40;10;2;4,0
HJXXIII;Outubro;2024;VI;25 a 29;55;11;4;6,05
HJXXIII;Outubro;2024;VII;30 a 34;75;2;2;1,5
HJXXIII;Outubro;2024;VIII;> 34;85;1;1;0,85
HJXXIII;Novembro;2024;I;0 a 4;4;7;0;0,28
HJXXIII;Novembro;2024;II;5 a 9;8;23;2;1,84
HJXXIII;Novembro;2024;III;10 a 14;15;41;5;6,15
HJXXIII;Novembro;2024;IV;15 a 19;25;48;18;12,0
HJXXIII;Novembro;2024;V;20 a 24;40;20;8;8,0
HJXXIII;Novembro;2024;VI;25 a 29;55;15;10;8,25
HJXXIII;Novembro;2024;VII;30 a 34;75;2;2;1,5
HJXXIII;Novembro;2024;VIII;> 34;85;2;2;1,7
HJXXIII;Dezembro;2024;I;0 a 4;4;14;0;0,56
HJXXIII;Dezembro;2024;II;5 a 9;8;21;0;1,68
HJXXIII;Dezembro;2024;III;10 a 14;15;27;4;4,05
HJXXIII;Dezembro;2024;IV;15 a 19;25;33;6;8,25
HJXXIII;Dezembro;2024;V;20 a 24;40;24;7;9,6
HJXXIII;Dezembro;2024;VI;25 a 29;55;12;6;6,6
HJXXIII;Dezembro;2024;VII;30 a 34;75;7;6;5,25
HJXXIII;Dezembro;2024;VIII;> 34;85;0;0;0,0
HRAD;Janeiro;2024;I;0 a 4;4;0;0;0,0
HRAD;Janeiro;2024;II;5 a 9;8;2;0;0,16
HRAD;Janeiro;2024;III;10 a 14;15;5;0;0,75
HRAD;Janeiro;2024;IV;15 a 19;25;4;0;1,0
HRAD;Janeiro;2024;V;20 a 24;40;6;4;2,4
HRAD;Janeiro;2024;VI;25 a 29;55;1;1;0,55
HRAD;Janeiro;2024;VII;30 a 34;75;0;0;0,0
HRAD;Janeiro;2024;VIII;> 34;85;0;0;0,0
HRAD;Fevereiro;2024;I;0 a 4;4;0;0;0,0
HRAD;Fevereiro;2024;II;5 a 9;8;2;0;0,16
HRAD;Fevereiro;2024;III;10 a 14;15;6;0;0,9
HRAD;Fevereiro;2024;IV;15 a 19;25;6;1;1,5
HRAD;Fevereiro;2024;V;20 a 24;40;4;1;1,6
HRAD;Fevereiro;2024;VI;25 a 29;55;1;0;0,55
HRAD;Fevereiro;2024;VII;30 a 34;75;0;0;0,0
HRAD;Fevereiro;2024;VIII;> 34;85;0;0;0,0
HRAD;Mar̤o;2024;I;0 a 4;4;0;0;0,0
HRAD;Mar̤o;2024;II;5 a 9;8;0;0;0,0
HRAD;Mar̤o;2024;III;10 a 14;15;4;0;0,6
HRAD;Mar̤o;2024;IV;15 a 19;25;10;2;2,5
HRAD;Mar̤o;2024;V;20 a 24;40;9;2;3,6
HRAD;Mar̤o;2024;VI;25 a 29;55;3;2;1,65
HRAD;Mar̤o;2024;VII;30 a 34;75;0;0;0,0
HRAD;Mar̤o;2024;VIII;> 34;85;0;0;0,0
HRAD;Abril;2024;I;0 a 4;4;0;0;0,0
HRAD;Abril;2024;II;5 a 9;8;6;1;0,48
HRAD;Abril;2024;III;10 a 14;15;3;0;0,45
HRAD;Abril;2024;IV;15 a 19;25;6;0;1,5
HRAD;Abril;2024;V;20 a 24;40;5;2;2,0
HRAD;Abril;2024;VI;25 a 29;55;11;2;6,05
HRAD;Abril;2024;VII;30 a 34;75;0;0;0,0
HRAD;Abril;2024;VIII;> 34;85;0;0;0,0
HRAD;Maio;2024;I;0 a 4;4;2;0;0,08
HRAD;Maio;2024;II;5 a 9;8;2;0;0,16
HRAD;Maio;2024;III;10 a 14;15;4;0;0,6
HRAD;Maio;2024;IV;15 a 19;25;5;0;1,25
HRAD;Maio;2024;V;20 a 24;40;6;1;2,4
HRAD;Maio;2024;VI;25 a 29;55;5;1;2,75
HRAD;Maio;2024;VII;30 a 34;75;3;2;2,25
HRAD;Maio;2024;VIII;> 34;85;0;0;0,0
HRAD;Junho;2024;I;0 a 4;4;0;0;0,0
HRAD;Junho;2024;II;5 a 9;8;1;0;0,08
HRAD;Junho;2024;III;10 a 14;15;5;0;0,75
HRAD;Junho;2024;IV;15 a 19;25;8;2;2,0
HRAD;Junho;2024;V;20 a 24;40;8;2;3,2
HRAD;Junho;2024;VI;25 a 29;55;3;1;1,65
HRAD;Junho;2024;VII;30 a 34;75;3;3;2,25
HRAD;Junho;2024;VIII;> 34;85;4;3;3,4
HRAD;Julho;2024;I;0 a 4;4;0;0;0,0
HRAD;Julho;2024;II;5 a 9;8;2;0;0,16
HRAD;Julho;2024;III;10 a 14;15;5;0;0,75
HRAD;Julho;2024;IV;15 a 19;25;13;0;3,25
HRAD;Julho;2024;V;20 a 24;40;7;2;2,8
HRAD;Julho;2024;VI;25 a 29;55;10;5;5,5
HRAD;Julho;2024;VII;30 a 34;75;10;6;7,5
HRAD;Julho;2024;VIII;> 34;85;4;3;3,4
HRAD;Agosto;2024;I;0 a 4;4;0;0;0,0
HRAD;Agosto;2024;II;5 a 9;8;2;0;0,16
HRAD;Agosto;2024;III;10 a 14;15;10;0;1,5
