unidade;mes;ano;grau;escore;predicao_obito;saidas;obitos_ocorridos;obitos_esperados
HRBJA;janeiro;2020;I;0 a 4;4;0;0;0,0
HRBJA;janeiro;2020;II;5 a 9;8;0;0;0,0
HRBJA;janeiro;2020;III;10 a 14;15;0;0;0,0
HRBJA;janeiro;2020;IV;15 a 19;25;5;1;1,25
HRBJA;janeiro;2020;V;20 a 24;40;6;2;2,4
HRBJA;janeiro;2020;VI;25 a 29;55;4;1;2,2
HRBJA;janeiro;2020;VII;30 a 34;75;5;3;3,75
HRBJA;janeiro;2020;VIII;> 34;85;3;1;2,55
HRBJA;fevereiro;2020;I;0 a 4;4;0;0;0,0
HRBJA;fevereiro;2020;II;5 a 9;8;1;0;0,08
HRBJA;fevereiro;2020;III;10 a 14;15;7;1;1,05
HRBJA;fevereiro;2020;IV;15 a 19;25;6;1;1,5
HRBJA;fevereiro;2020;V;20 a 24;40;4;1;1,6
HRBJA;fevereiro;2020;VI;25 a 29;55;2;1;1,1
HRBJA;fevereiro;2020;VII;30 a 34;75;4;3;3,0
HRBJA;fevereiro;2020;VIII;> 34;85;2;1;1,7
HRBJA;mar̤o;2020;I;0 a 4;4;0;0;0,0
HRBJA;mar̤o;2020;II;5 a 9;8;1;0;0,08
HRBJA;mar̤o;2020;III;10 a 14;15;5;0;0,75
HRBJA;mar̤o;2020;IV;15 a 19;25;11;4;2,75
HRBJA;mar̤o;2020;V;20 a 24;40;6;2;2,4
HRBJA;mar̤o;2020;VI;25 a 29;55;4;3;2,2
HRBJA;mar̤o;2020;VII;30 a 34;75;0;0;0,0
HRBJA;mar̤o;2020;VIII;> 34;85;3;2;2,55
HRBJA;abril;2020;I;0 a 4;4;0;0;0,0
HRBJA;abril;2020;II;5 a 9;8;1;0;0,08
HRBJA;abril;2020;III;10 a 14;15;5;0;0,75
HRBJA;abril;2020;IV;15 a 19;25;11;4;2,75
HRBJA;abril;2020;V;20 a 24;40;6;2;2,4
HRBJA;abril;2020;VI;25 a 29;55;4;3;2,2
HRBJA;abril;2020;VII;30 a 34;75;0;0;0,0
HRBJA;abril;2020;VIII;> 34;85;3;2;2,55
HRBJA;maio;2020;I;0 a 4;4;0;0;0,0
HRBJA;maio;2020;II;5 a 9;8;0;0;0,0
HRBJA;maio;2020;III;10 a 14;15;3;1;0,45
HRBJA;maio;2020;IV;15 a 19;25;13;1;3,25
HRBJA;maio;2020;V;20 a 24;40;7;3;2,8
HRBJA;maio;2020;VI;25 a 29;55;8;4;4,4
HRBJA;maio;2020;VII;30 a 34;75;4;3;3,0
HRBJA;maio;2020;VIII;> 34;85;1;1;0,85
HRBJA;junho;2020;I;0 a 4;4;0;0;0,0
HRBJA;junho;2020;II;5 a 9;8;0;0;0,0
HRBJA;junho;2020;III;10 a 14;15;7;0;1,05
HRBJA;junho;2020;IV;15 a 19;25;6;1;1,5
HRBJA;junho;2020;V;20 a 24;40;12;3;4,8
HRBJA;junho;2020;VI;25 a 29;55;6;2;3,3
HRBJA;junho;2020;VII;30 a 34;75;3;1;2,25
HRBJA;junho;2020;VIII;> 34;85;2;2;1,7
HRBJA;julho;2020;I;0 a 4;4;0;0;0,0
HRBJA;julho;2020;II;5 a 9;8;1;0;0,08
HRBJA;julho;2020;III;10 a 14;15;4;0;0,6
HRBJA;julho;2020;IV;15 a 19;25;11;2;2,75
HRBJA;julho;2020;V;20 a 24;40;6;2;2,4
HRBJA;julho;2020;VI;25 a 29;55;7;3;3,85
HRBJA;julho;2020;VII;30 a 34;75;3;2;2,25
HRBJA;julho;2020;VIII;> 34;85;0;0;0,0
HRBJA;agosto;2020;I;0 a 4;4;0;0;0,0
HRBJA;agosto;2020;II;5 a 9;8;3;0;0,24
HRBJA;agosto;2020;III;10 a 14;15;2;0;0,3
HRBJA;agosto;2020;IV;15 a 19;25;8;1;2,0
HRBJA;agosto;2020;V;20 a 24;40;10;5;4,0
HRBJA;agosto;2020;VI;25 a 29;55;1;0;0,55
HRBJA;agosto;2020;VII;30 a 34;75;3;3;2,25
HRBJA;agosto;2020;VIII;> 34;85;1;1;0,85
HRBJA;setembro;2020;I;0 a 4;4;0;0;0,0
HRBJA;setembro;2020;II;5 a 9;8;1;0;0,08
HRBJA;setembro;2020;III;10 a 14;15;1;0;0,15
HRBJA;setembro;2020;IV;15 a 19;25;4;0;1,0
HRBJA;setembro;2020;V;20 a 24;40;5;0;2,0
HRBJA;setembro;2020;VI;25 a 29;55;4;1;2,2
HRBJA;setembro;2020;VII;30 a 34;75;1;0;0,75
HRBJA;setembro;2020;VIII;> 34;85;0;0;0,0
HRBJA;outubro;2020;I;0 a 4;4;0;0;0,0
HRBJA;outubro;2020;II;5 a 9;8;0;0;0,0
HRBJA;outubro;2020;III;10 a 14;15;1;0;0,15
HRBJA;outubro;2020;IV;15 a 19;25;4;0;1,0
HRBJA;outubro;2020;V;20 a 24;40;8;0;3,2
HRBJA;outubro;2020;VI;25 a 29;55;4;2;2,2
HRBJA;outubro;2020;VII;30 a 34;75;1;0;0,75
HRBJA;outubro;2020;VIII;> 34;85;5;5;4,25
HRBJA;novembro;2020;I;0 a 4;4;0;0;0,0
HRBJA;novembro;2020;II;5 a 9;8;0;0;0,0
HRBJA;novembro;2020;III;10 a 14;15;0;0;0,0
HRBJA;novembro;2020;IV;15 a 19;25;11;3;2,75
HRBJA;novembro;2020;V;20 a 24;40;3;1;1,2
HRBJA;novembro;2020;VI;25 a 29;55;4;3;2,2
HRBJA;novembro;2020;VII;30 a 34;75;1;1;0,75
HRBJA;novembro;2020;VIII;> 34;85;2;1;1,7
HRBJA;dezembro;2020;I;0 a 4;4;0;0;0,0
HRBJA;dezembro;2020;II;5 a 9;8;4;1;0,32
HRBJA;dezembro;2020;III;10 a 14;15;4;0;0,6
HRBJA;dezembro;2020;IV;15 a 19;25;8;4;2,0
HRBJA;dezembro;2020;V;20 a 24;40;5;2;2,0
HRBJA;dezembro;2020;VI;25 a 29;55;2;2;1,1
HRBJA;dezembro;2020;VII;30 a 34;75;2;2;1,5
HRBJA;dezembro;2020;VIII;> 34;85;0;0;0,0
HJK;janeiro;2020;I;0 a 4;4;0;0;0,0
HJK;janeiro;2020;II;5 a 9;8;10;0;0,8
HJK;janeiro;2020;III;10 a 14;15;13;0;1,95
HJK;janeiro;2020;IV;15 a 19;25;17;2;4,25
HJK;janeiro;2020;V;20 a 24;40;17;2;6,8
HJK;janeiro;2020;VI;25 a 29;55;5;2;2,75
HJK;janeiro;2020;VII;30 a 34;75;6;1;4,5
HJK;janeiro;2020;VIII;> 34;85;2;2;1,7
HJK;fevereiro;2020;I;0 a 4;4;0;0;0,0
HJK;fevereiro;2020;II;5 a 9;8;2;0;0,16
HJK;fevereiro;2020;III;10 a 14;15;18;0;2,7
HJK;fevereiro;2020;IV;15 a 19;25;21;3;5,25
HJK;fevereiro;2020;V;20 a 24;40;8;1;3,2
HJK;fevereiro;2020;VI;25 a 29;55;9;3;4,95
HJK;fevereiro;2020;VII;30 a 34;75;4;3;3,0
HJK;fevereiro;2020;VIII;> 34;85;2;1;1,7
HJK;mar̤o;2020;I;0 a 4;4;0;0;0,0
HJK;mar̤o;2020;II;5 a 9;8;8;0;0,64
HJK;mar̤o;2020;III;10 a 14;15;18;0;2,7
HJK;mar̤o;2020;IV;15 a 19;25;18;1;4,5
HJK;mar̤o;2020;V;20 a 24;40;14;1;5,6
HJK;mar̤o;2020;VI;25 a 29;55;12;3;6,6
HJK;mar̤o;2020;VII;30 a 34;75;4;3;3,0
HJK;mar̤o;2020;VIII;> 34;85;1;0;0,85
HJK;abril;2020;I;0 a 4;4;1;0;0,04
HJK;abril;2020;II;5 a 9;8;3;0;0,24
HJK;abril;2020;III;10 a 14;15;14;3;2,1
HJK;abril;2020;IV;15 a 19;25;14;2;3,5
HJK;abril;2020;V;20 a 24;40;12;2;4,8
HJK;abril;2020;VI;25 a 29;55;9;3;4,95
HJK;abril;2020;VII;30 a 34;75;4;1;3,0
HJK;abril;2020;VIII;> 34;85;1;0;0,85
HJK;maio;2020;I;0 a 4;4;2;0;0,08
HJK;maio;2020;II;5 a 9;8;7;0;0,56
HJK;maio;2020;III;10 a 14;15;22;3;3,3
HJK;maio;2020;IV;15 a 19;25;13;2;3,25
HJK;maio;2020;V;20 a 24;40;10;2;4,0
HJK;maio;2020;VI;25 a 29;55;6;1;3,3
HJK;maio;2020;VII;30 a 34;75;5;1;3,75
HJK;maio;2020;VIII;> 34;85;1;0;0,85
HJK;junho;2020;I;0 a 4;4;2;0;0,08
HJK;junho;2020;II;5 a 9;8;4;0;0,32
HJK;junho;2020;III;10 a 14;15;11;1;1,65
HJK;junho;2020;IV;15 a 19;25;9;2;2,25
HJK;junho;2020;V;20 a 24;40;9;0;3,6
HJK;junho;2020;VI;25 a 29;55;9;3;4,95
HJK;junho;2020;VII;30 a 34;75;4;2;3,0
HJK;junho;2020;VIII;> 34;85;1;0;0,85
HJK;julho;2020;I;0 a 4;4;1;0;0,04
HJK;julho;2020;II;5 a 9;8;7;0;0,56
HJK;julho;2020;III;10 a 14;15;11;2;1,65
HJK;julho;2020;IV;15 a 19;25;9;1;2,25
HJK;julho;2020;V;20 a 24;40;8;0;3,2
HJK;julho;2020;VI;25 a 29;55;4;0;2,2
HJK;julho;2020;VII;30 a 34;75;7;4;5,25
HJK;julho;2020;VIII;> 34;85;0;0;0,0
HJK;agosto;2020;I;0 a 4;4;2;0;0,08
HJK;agosto;2020;II;5 a 9;8;2;0;0,16
HJK;agosto;2020;III;10 a 14;15;5;0;0,75
HJK;agosto;2020;IV;15 a 19;25;7;1;1,75
HJK;agosto;2020;V;20 a 24;40;7;0;2,8
HJK;agosto;2020;VI;25 a 29;55;11;4;6,05
HJK;agosto;2020;VII;30 a 34;75;8;3;6,0
HJK;agosto;2020;VIII;> 34;85;5;3;4,25
HJK;setembro;2020;I;0 a 4;4;1;0;0,04
HJK;setembro;2020;II;5 a 9;8;2;0;0,16
HJK;setembro;2020;III;10 a 14;15;11;0;1,65
HJK;setembro;2020;IV;15 a 19;25;18;0;4,5
HJK;setembro;2020;V;20 a 24;40;10;2;4,0
HJK;setembro;2020;VI;25 a 29;55;4;2;2,2
HJK;setembro;2020;VII;30 a 34;75;4;1;3,0
HJK;setembro;2020;VIII;> 34;85;3;3;2,55
HJK;outubro;2020;I;0 a 4;4;0;0;0,0
HJK;outubro;2020;II;5 a 9;8;3;1;0,24
HJK;outubro;2020;III;10 a 14;15;12;0;1,8
HJK;outubro;2020;IV;15 a 19;25;14;4;3,5
HJK;outubro;2020;V;20 a 24;40;9;4;3,6
HJK;outubro;2020;VI;25 a 29;55;7;2;3,85
HJK;outubro;2020;VII;30 a 34;75;3;1;2,25
HJK;outubro;2020;VIII;> 34;85;1;1;0,85
HJK;novembro;2020;I;0 a 4;4;2;0;0,08
HJK;novembro;2020;II;5 a 9;8;4;0;0,32
HJK;novembro;2020;III;10 a 14;15;14;0;2,1
HJK;novembro;2020;IV;15 a 19;25;11;1;2,75
HJK;novembro;2020;V;20 a 24;40;9;2;3,6
HJK;novembro;2020;VI;25 a 29;55;14;0;7,7
HJK;novembro;2020;VII;30 a 34;75;4;2;3,0
HJK;novembro;2020;VIII;> 34;85;0;0;0,0
HJK;dezembro;2020;I;0 a 4;4;0;0;0,0
HJK;dezembro;2020;II;5 a 9;8;8;0;0,64
HJK;dezembro;2020;III;10 a 14;15;22;2;3,3
HJK;dezembro;2020;IV;15 a 19;25;6;1;1,5
