unidade;mes;ano;grau;escore;predicao_obito;saidas;obitos_ocorridos;obitos_esperados
HJXXIII;setembro;2021;IV;15 a 19;25;35;7;8,75
HJXXIII;setembro;2021;V;20 a 24;40;20;7;8,0
HJXXIII;setembro;2021;VI;25 a 29;55;10;5;5,5
HJXXIII;setembro;2021;VII;30 a 34;75;2;2;1,5
HJXXIII;setembro;2021;VIII;> 34;85;0;0;0,0
HJXXIII;outubro;2021;I;0 a 4;4;8;0;0,32
HJXXIII;outubro;2021;II;5 a 9;8;21;1;1,68
HJXXIII;outubro;2021;III;10 a 14;15;35;3;5,25
HJXXIII;outubro;2021;IV;15 a 19;25;37;6;9,25
HJXXIII;outubro;2021;V;20 a 24;40;21;2;8,4
HJXXIII;outubro;2021;VI;25 a 29;55;11;6;6,05
HJXXIII;outubro;2021;VII;30 a 34;75;1;1;0,75
HJXXIII;outubro;2021;VIII;> 34;85;3;3;2,55
HJXXIII;novembro;2021;I;0 a 4;4;10;0;0,4
HJXXIII;novembro;2021;II;5 a 9;8;27;0;2,16
HJXXIII;novembro;2021;III;10 a 14;15;34;2;5,1
HJXXIII;novembro;2021;IV;15 a 19;25;34;3;8,5
HJXXIII;novembro;2021;V;20 a 24;40;13;3;5,2
HJXXIII;novembro;2021;VI;25 a 29;55;11;5;6,05
HJXXIII;novembro;2021;VII;30 a 34;75;1;0;0,75
HJXXIII;novembro;2021;VIII;> 34;85;2;1;1,7
HJXXIII;dezembro;2021;I;0 a 4;4;11;0;0,44
HJXXIII;dezembro;2021;II;5 a 9;8;25;1;2,0
HJXXIII;dezembro;2021;III;10 a 14;15;38;1;5,7
HJXXIII;dezembro;2021;IV;15 a 19;25;40;6;10,0
HJXXIII;dezembro;2021;V;20 a 24;40;17;6;6,8
HJXXIII;dezembro;2021;VI;25 a 29;55;4;3;2,2
HJXXIII;dezembro;2021;VII;30 a 34;75;3;2;2,25
HJXXIII;dezembro;2021;VIII;> 34;85;1;1;0,85
HEM;janeiro;2021;I;0 a 4;4;0;0;0,0
HEM;janeiro;2021;II;5 a 9;8;8;2;0,64
HEM;janeiro;2021;III;10 a 14;15;22;7;3,3
HEM;janeiro;2021;IV;15 a 19;25;11;6;2,75
HEM;janeiro;2021;V;20 a 24;40;16;7;6,4
HEM;janeiro;2021;VI;25 a 29;55;8;5;4,4
HEM;janeiro;2021;VII;30 a 34;75;8;6;6,0
HEM;janeiro;2021;VIII;> 34;85;7;7;5,95
HEM;fevereiro;2021;I;0 a 4;4;1;0;0,04
HEM;fevereiro;2021;II;5 a 9;8;10;0;0,8
HEM;fevereiro;2021;III;10 a 14;15;19;3;2,85
HEM;fevereiro;2021;IV;15 a 19;25;9;4;2,25
HEM;fevereiro;2021;V;20 a 24;40;7;1;2,8
HEM;fevereiro;2021;VI;25 a 29;55;6;3;3,3
HEM;fevereiro;2021;VII;30 a 34;75;7;4;5,25
HEM;fevereiro;2021;VIII;> 34;85;3;2;2,55
HEM;mar̤o;2021;I;0 a 4;4;0;0;0,0
HEM;mar̤o;2021;II;5 a 9;8;11;2;0,88
HEM;mar̤o;2021;III;10 a 14;15;35;9;5,25
HEM;mar̤o;2021;IV;15 a 19;25;14;6;3,5
HEM;mar̤o;2021;V;20 a 24;40;17;10;6,8
HEM;mar̤o;2021;VI;25 a 29;55;16;9;8,8
HEM;mar̤o;2021;VII;30 a 34;75;6;3;4,5
HEM;mar̤o;2021;VIII;> 34;85;8;4;6,8
HEM;abril;2021;I;0 a 4;4;0;0;0,0
HEM;abril;2021;II;5 a 9;8;1;1;0,08
HEM;abril;2021;III;10 a 14;15;9;6;1,35
HEM;abril;2021;IV;15 a 19;25;25;13;6,25
HEM;abril;2021;V;20 a 24;40;25;12;10,0
HEM;abril;2021;VI;25 a 29;55;13;9;7,15
HEM;abril;2021;VII;30 a 34;75;2;2;1,5
HEM;abril;2021;VIII;> 34;85;9;7;7,65
HEM;maio;2021;I;0 a 4;4;0;0;0,0
HEM;maio;2021;II;5 a 9;8;3;0;0,24
HEM;maio;2021;III;10 a 14;15;17;7;2,55
HEM;maio;2021;IV;15 a 19;25;19;8;4,75
HEM;maio;2021;V;20 a 24;40;14;4;5,6
HEM;maio;2021;VI;25 a 29;55;7;4;3,85
HEM;maio;2021;VII;30 a 34;75;3;2;2,25
HEM;maio;2021;VIII;> 34;85;3;3;2,55
HEM;junho;2021;I;0 a 4;4;0;0;0,0
HEM;junho;2021;II;5 a 9;8;1;0;0,08
HEM;junho;2021;III;10 a 14;15;17;7;2,55
HEM;junho;2021;IV;15 a 19;25;26;8;6,5
HEM;junho;2021;V;20 a 24;40;12;1;4,8
HEM;junho;2021;VI;25 a 29;55;9;2;4,95
HEM;junho;2021;VII;30 a 34;75;3;2;2,25
HEM;junho;2021;VIII;> 34;85;1;1;0,85
HEM;julho;2021;I;0 a 4;4;1;0;0,04
HEM;julho;2021;II;5 a 9;8;9;2;0,72
HEM;julho;2021;III;10 a 14;15;20;0;3,0
HEM;julho;2021;IV;15 a 19;25;17;5;4,25
HEM;julho;2021;V;20 a 24;40;16;4;6,4
HEM;julho;2021;VI;25 a 29;55;10;4;5,5
HEM;julho;2021;VII;30 a 34;75;3;2;2,25
HEM;julho;2021;VIII;> 34;85;2;2;1,7
HEM;agosto;2021;I;0 a 4;4;0;0;0,0
HEM;agosto;2021;II;5 a 9;8;7;1;0,56
HEM;agosto;2021;III;10 a 14;15;12;0;1,8
HEM;agosto;2021;IV;15 a 19;25;13;1;3,25
HEM;agosto;2021;V;20 a 24;40;14;3;5,6
HEM;agosto;2021;VI;25 a 29;55;10;2;5,5
HEM;agosto;2021;VII;30 a 34;75;6;4;4,5
HEM;agosto;2021;VIII;> 34;85;1;0;0,85
HEM;setembro;2021;I;0 a 4;4;0;0;0,0
HEM;setembro;2021;II;5 a 9;8;1;0;0,08
