excluir;unidade;ano;mes;grau;score;predicao_obito;saidas;obitos_esperados;obitos_ocorridos
06/2021;MOV;2021;6;II;5 a 9;8;0;0,0;0
06/2021;MOV;2021;6;III;10 a 14;15;0;0,0;0
06/2021;MOV;2021;6;IV;15 a 19;25;0;0,0;0
06/2021;MOV;2021;6;V;20 a 24;40;0;0,0;0
06/2021;MOV;2021;6;VI;25 a 29;55;0;0,0;0
06/2021;MOV;2021;6;VII;30 a 34;75;0;0,0;0
06/2021;MOV;2021;6;VIII;> 34;85;0;0,0;0
07/2021;HAC;2021;7;I;0 a 4;4;3;0,12;0
07/2021;HAC;2021;7;II;5 a 9;8;9;0,72;0
07/2021;HAC;2021;7;III;10 a 14;15;14;2,1;0
07/2021;HAC;2021;7;IV;15 a 19;25;8;2,0;1
07/2021;HAC;2021;7;V;20 a 24;40;8;3,2;0
07/2021;HAC;2021;7;VI;25 a 29;55;3;1,65;0
07/2021;HAC;2021;7;VII;30 a 34;75;4;3,0;1
07/2021;HAC;2021;7;VIII;> 34;85;1;0,85;1
07/2021;HEM;2021;7;I;0 a 4;4;1;0,04;0
07/2021;HEM;2021;7;II;5 a 9;8;9;0,72;2
07/2021;HEM;2021;7;III;10 a 14;15;20;3,0;0
07/2021;HEM;2021;7;IV;15 a 19;25;17;4,25;5
07/2021;HEM;2021;7;V;20 a 24;40;16;6,4;4
07/2021;HEM;2021;7;VI;25 a 29;55;10;5,5;4
07/2021;HEM;2021;7;VII;30 a 34;75;3;2,25;2
07/2021;HEM;2021;7;VIII;> 34;85;2;1,7;2
07/2021;HJK;2021;7;I;0 a 4;4;93;3,76;5
07/2021;HJK;2021;7;II;5 a 9;8;204;16,36;23
07/2021;HJK;2021;7;III;10 a 14;15;241;36,3;12
07/2021;HJK;2021;7;IV;15 a 19;25;220;55,1;29
07/2021;HJK;2021;7;V;20 a 24;40;140;56,0;31
07/2021;HJK;2021;7;VI;25 a 29;55;67;36,9;26
07/2021;HJK;2021;7;VII;30 a 34;75;40;30,1;14
07/2021;HJK;2021;7;VIII;> 34;85;24;20,450000000000003;17
07/2021;HJXXIII;2021;7;I;0 a 4;4;2;0,08;0
07/2021;HJXXIII;2021;7;II;5 a 9;8;32;2,56;0
07/2021;HJXXIII;2021;7;III;10 a 14;15;35;5,25;1
07/2021;HJXXIII;2021;7;IV;15 a 19;25;35;8,75;3
07/2021;HJXXIII;2021;7;V;20 a 24;40;21;8,4;9
07/2021;HJXXIII;2021;7;VI;25 a 29;55;7;3,85;2
07/2021;HJXXIII;2021;7;VII;30 a 34;75;3;2,25;3
07/2021;HJXXIII;2021;7;VIII;> 34;85;3;2,55;2
07/2021;HRAD;2021;7;I;0 a 4;4;0;0,0;0
07/2021;HRAD;2021;7;II;5 a 9;8;1;0,08;0
07/2021;HRAD;2021;7;III;10 a 14;15;6;0,9;0
07/2021;HRAD;2021;7;IV;15 a 19;25;1;0,25;0
07/2021;HRAD;2021;7;V;20 a 24;40;7;2,8;1
07/2021;HRAD;2021;7;VI;25 a 29;55;5;2,75;3
07/2021;HRAD;2021;7;VII;30 a 34;75;0;0,0;0
07/2021;HRAD;2021;7;VIII;> 34;85;0;0,0;0
07/2021;HRBJA;2021;7;I;0 a 4;4;0;0,0;0
07/2021;HRBJA;2021;7;II;5 a 9;8;1;0,08;0
07/2021;HRBJA;2021;7;III;10 a 14;15;2;0,3;1
07/2021;HRBJA;2021;7;IV;15 a 19;25;7;1,75;1
07/2021;HRBJA;2021;7;V;20 a 24;40;9;3,6;4
07/2021;HRBJA;2021;7;VI;25 a 29;55;2;1,1;0
07/2021;HRBJA;2021;7;VII;30 a 34;75;0;0,0;0
07/2021;HRBJA;2021;7;VIII;> 34;85;2;1,7;2
07/2021;HRJP;2021;7;I;0 a 4;4;1;0,04;0
07/2021;HRJP;2021;7;II;5 a 9;8;1;0,08;0
07/2021;HRJP;2021;7;III;10 a 14;15;9;1,35;1
07/2021;HRJP;2021;7;IV;15 a 19;25;16;4,0;2
07/2021;HRJP;2021;7;V;20 a 24;40;11;4,4;0
07/2021;HRJP;2021;7;VI;25 a 29;55;9;4,95;4
07/2021;HRJP;2021;7;VII;30 a 34;75;4;3,0;2
07/2021;HRJP;2021;7;VIII;> 34;85;3;2,55;0
07/2021;MOV;2021;7;I;0 a 4;4;0;0,0;0
07/2021;MOV;2021;7;II;5 a 9;8;0;0,0;0
07/2021;MOV;2021;7;III;10 a 14;15;0;0,0;0
07/2021;MOV;2021;7;IV;15 a 19;25;0;0,0;0
07/2021;MOV;2021;7;V;20 a 24;40;0;0,0;0
07/2021;MOV;2021;7;VI;25 a 29;55;0;0,0;0
07/2021;MOV;2021;7;VII;30 a 34;75;0;0,0;0
07/2021;MOV;2021;7;VIII;> 34;85;0;0,0;0
08/2021;HAC;2021;8;I;0 a 4;4;4;0,16;0
08/2021;HAC;2021;8;II;5 a 9;8;12;0,96;0
08/2021;HAC;2021;8;III;10 a 14;15;11;1,65;2
08/2021;HAC;2021;8;IV;15 a 19;25;8;2,0;0
08/2021;HAC;2021;8;V;20 a 24;40;5;2,0;2
08/2021;HAC;2021;8;VI;25 a 29;55;3;1,65;0
08/2021;HAC;2021;8;VII;30 a 34;75;2;1,5;2
08/2021;HAC;2021;8;VIII;> 34;85;5;4,25;3
08/2021;HEM;2021;8;I;0 a 4;4;0;0,0;0
08/2021;HEM;2021;8;II;5 a 9;8;7;0,56;1
08/2021;HEM;2021;8;III;10 a 14;15;12;1,8;0
08/2021;HEM;2021;8;IV;15 a 19;25;13;3,25;1
08/2021;HEM;2021;8;V;20 a 24;40;14;5,6;3
08/2021;HEM;2021;8;VI;25 a 29;55;10;5,5;2
08/2021;HEM;2021;8;VII;30 a 34;75;6;4,5;4
08/2021;HEM;2021;8;VIII;> 34;85;1;0,85;0
08/2021;HJK;2021;8;I;0 a 4;4;93;3,76;6
08/2021;HJK;2021;8;II;5 a 9;8;207;16,6;21
08/2021;HJK;2021;8;III;10 a 14;15;241;36,3;15
08/2021;HJK;2021;8;IV;15 a 19;25;223;55,85;29
08/2021;HJK;2021;8;V;20 a 24;40;134;53,599999999999994;28
08/2021;HJK;2021;8;VI;25 a 29;55;62;34,15;25
08/2021;HJK;2021;8;VII;30 a 34;75;32;24,1;12
08/2021;HJK;2021;8;VIII;> 34;85;21;17,9;15
08/2021;HJXXIII;2021;8;I;0 a 4;4;2;0,08;0
08/2021;HJXXIII;2021;8;II;5 a 9;8;32;2,56;0
08/2021;HJXXIII;2021;8;III;10 a 14;15;35;5,25;1
08/2021;HJXXIII;2021;8;IV;15 a 19;25;35;8,75;3
08/2021;HJXXIII;2021;8;V;20 a 24;40;21;8,4;9
08/2021;HJXXIII;2021;8;VI;25 a 29;55;7;3,85;2
08/2021;HJXXIII;2021;8;VII;30 a 34;75;3;2,25;3
08/2021;HJXXIII;2021;8;VIII;> 34;85;3;2,55;2
08/2021;HRAD;2021;8;I;0 a 4;4;0;0,0;0
08/2021;HRAD;2021;8;II;5 a 9;8;2;0,16;0
08/2021;HRAD;2021;8;III;10 a 14;15;6;0,9;1
08/2021;HRAD;2021;8;IV;15 a 19;25;7;1,75;1
08/2021;HRAD;2021;8;V;20 a 24;40;4;1,6;3
08/2021;HRAD;2021;8;VI;25 a 29;55;1;0,55;1
08/2021;HRAD;2021;8;VII;30 a 34;75;0;0,0;0
08/2021;HRAD;2021;8;VIII;> 34;85;0;0,0;0
08/2021;HRBJA;2021;8;I;0 a 4;4;0;0,0;0
08/2021;HRBJA;2021;8;II;5 a 9;8;1;0,08;0
08/2021;HRBJA;2021;8;III;10 a 14;15;6;0,9;0
08/2021;HRBJA;2021;8;IV;15 a 19;25;6;1,5;1
08/2021;HRBJA;2021;8;V;20 a 24;40;6;2,4;2
08/2021;HRBJA;2021;8;VI;25 a 29;55;1;0,55;1
08/2021;HRBJA;2021;8;VII;30 a 34;75;1;0,75;0
08/2021;HRBJA;2021;8;VIII;> 34;85;2;1,7;1
08/2021;HRJP;2021;8;I;0 a 4;4;1;0,04;0
08/2021;HRJP;2021;8;II;5 a 9;8;0;0,0;0
08/2021;HRJP;2021;8;III;10 a 14;15;7;1,05;1
08/2021;HRJP;2021;8;IV;15 a 19;25;9;2,25;2
08/2021;HRJP;2021;8;V;20 a 24;40;8;3,2;1
08/2021;HRJP;2021;8;VI;25 a 29;55;4;2,2;4
08/2021;HRJP;2021;8;VII;30 a 34;75;3;2,25;1
08/2021;HRJP;2021;8;VIII;> 34;85;1;0,85;1
08/2021;MOV;2021;8;I;0 a 4;4;0;0,0;0
08/2021;MOV;2021;8;II;5 a 9;8;0;0,0;0
08/2021;MOV;2021;8;III;10 a 14;15;0;0,0;0
08/2021;MOV;2021;8;IV;15 a 19;25;0;0,0;0
08/2021;MOV;2021;8;V;20 a 24;40;0;0,0;0
08/2021;MOV;2021;8;VI;25 a 29;55;0;0,0;0
08/2021;MOV;2021;8;VII;30 a 34;75;0;0,0;0
08/2021;MOV;2021;8;VIII;> 34;85;0;0,0;0
09/2021;HAC;2021;9;I;0 a 4;4;2;0,08;0
09/2021;HAC;2021;9;II;5 a 9;8;7;0,56;0
09/2021;HAC;2021;9;III;10 a 14;15;12;1,8;1
09/2021;HAC;2021;9;IV;15 a 19;25;18;4,5;2
09/2021;HAC;2021;9;V;20 a 24;40;4;1,6;2
09/2021;HAC;2021;9;VI;25 a 29;55;5;2,75;2
09/2021;HAC;2021;9;VII;30 a 34;75;0;0,0;0
09/2021;HAC;2021;9;VIII;> 34;85;0;0,0;0
09/2021;HEM;2021;9;I;0 a 4;4;0;0,0;0
09/2021;HEM;2021;9;II;5 a 9;8;1;0,08;0
09/2021;HEM;2021;9;III;10 a 14;15;6;0,9;0
09/2021;HEM;2021;9;IV;15 a 19;25;14;3,5;0
09/2021;HEM;2021;9;V;20 a 24;40;7;2,8;0
09/2021;HEM;2021;9;VI;25 a 29;55;4;2,2;2
09/2021;HEM;2021;9;VII;30 a 34;75;3;2,25;2
09/2021;HEM;2021;9;VIII;> 34;85;2;1,7;1
09/2021;HJK;2021;9;I;0 a 4;4;90;3,6399999999999997;5
09/2021;HJK;2021;9;II;5 a 9;8;202;16,2;20
09/2021;HJK;2021;9;III;10 a 14;15;235;35,4;14
09/2021;HJK;2021;9;IV;15 a 19;25;211;52,85;29
09/2021;HJK;2021;9;V;20 a 24;40;133;53,2;28
09/2021;HJK;2021;9;VI;25 a 29;55;58;31,949999999999996;24
09/2021;HJK;2021;9;VII;30 a 34;75;32;24,1;13
09/2021;HJK;2021;9;VIII;> 34;85;19;16,2;15
09/2021;HJXXIII;2021;9;I;0 a 4;4;5;0,2;0
09/2021;HJXXIII;2021;9;II;5 a 9;8;15;1,2;0
09/2021;HJXXIII;2021;9;III;10 a 14;15;43;6,45;2
09/2021;HJXXIII;2021;9;IV;15 a 19;25;35;8,75;7
09/2021;HJXXIII;2021;9;V;20 a 24;40;20;8,0;7
09/2021;HJXXIII;2021;9;VI;25 a 29;55;10;5,5;5
09/2021;HJXXIII;2021;9;VII;30 a 34;75;2;1,5;2
09/2021;HJXXIII;2021;9;VIII;> 34;85;0;0,0;0
09/2021;HRAD;2021;9;I;0 a 4;4;0;0,0;0
09/2021;HRAD;2021;9;II;5 a 9;8;1;0,08;0
09/2021;HRAD;2021;9;III;10 a 14;15;6;0,9;0
09/2021;HRAD;2021;9;IV;15 a 19;25;6;1,5;0
09/2021;HRAD;2021;9;V;20 a 24;40;7;2,8;4
09/2021;HRAD;2021;9;VI;25 a 29;55;0;0,0;0
09/2021;HRAD;2021;9;VII;30 a 34;75;1;0,75;1
09/2021;HRAD;2021;9;VIII;> 34;85;0;0,0;0
09/2021;HRBJA;2021;9;I;0 a 4;4;0;0,0;0
09/2021;HRBJA;2021;9;II;5 a 9;8;2;0,16;0
09/2021;HRBJA;2021;9;III;10 a 14;15;4;0,6;0
09/2021;HRBJA;2021;9;IV;15 a 19;25;6;1,5;0
09/2021;HRBJA;2021;9;V;20 a 24;40;7;2,8;3
09/2021;HRBJA;2021;9;VI;25 a 29;55;3;1,65;1
09/2021;HRBJA;2021;9;VII;30 a 34;75;0;0,0;0
09/2021;HRBJA;2021;9;VIII;> 34;85;1;0,85;1
09/2021;HRJP;2021;9;I;0 a 4;4;0;0,0;0
09/2021;HRJP;2021;9;II;5 a 9;8;0;0,0;1
09/2021;HRJP;2021;9;III;10 a 14;15;2;0,3;0
09/2021;HRJP;2021;9;IV;15 a 19;25;1;0,25;1
09/2021;HRJP;2021;9;V;20 a 24;40;3;1,2;2
09/2021;HRJP;2021;9;VI;25 a 29;55;1;0,55;3
09/2021;HRJP;2021;9;VII;30 a 34;75;1;0,75;1
09/2021;HRJP;2021;9;VIII;> 34;85;0;0,0;2
09/2021;MOV;2021;9;I;0 a 4;4;0;0,0;0
09/2021;MOV;2021;9;II;5 a 9;8;0;0,0;0
09/2021;MOV;2021;9;III;10 a 14;15;0;0,0;0
09/2021;MOV;2021;9;IV;15 a 19;25;0;0,0;0
09/2021;MOV;2021;9;V;20 a 24;40;0;0,0;0
09/2021;MOV;2021;9;VI;25 a 29;55;0;0,0;0
09/2021;MOV;2021;9;VII;30 a 34;75;0;0,0;0
09/2021;MOV;2021;9;VIII;> 34;85;0;0,0;0
10/2021;HAC;2021;10;I;0 a 4;4;2;0,08;0
10/2021;HAC;2021;10;II;5 a 9;8;4;0,32;1
10/2021;HAC;2021;10;III;10 a 14;15;15;2,25;2
10/2021;HAC;2021;10;IV;15 a 19;25;20;5,0;2
10/2021;HAC;2021;10;V;20 a 24;40;4;1,6;0
10/2021;HAC;2021;10;VI;25 a 29;55;0;0,0;0
10/2021;HAC;2021;10;VII;30 a 34;75;1;0,75;1
10/2021;HAC;2021;10;VIII;> 34;85;0;0,0;0
10/2021;HEM;2021;10;I;0 a 4;4;0;0,0;0
10/2021;HEM;2021;10;II;5 a 9;8;3;0,24;0
10/2021;HEM;2021;10;III;10 a 14;15;3;0,45;0
10/2021;HEM;2021;10;IV;15 a 19;25;20;5,0;2
10/2021;HEM;2021;10;V;20 a 24;40;13;5,2;4
10/2021;HEM;2021;10;VI;25 a 29;55;2;1,1;1
10/2021;HEM;2021;10;VII;30 a 34;75;1;0,75;1
10/2021;HEM;2021;10;VIII;> 34;85;4;3,4;3
10/2021;HJK;2021;10;I;0 a 4;4;90;3,6399999999999997;5
10/2021;HJK;2021;10;II;5 a 9;8;201;16,12;21
10/2021;HJK;2021;10;III;10 a 14;15;227;34,2;13
10/2021;HJK;2021;10;IV;15 a 19;25;217;54,35;29
10/2021;HJK;2021;10;V;20 a 24;40;136;54,4;27
10/2021;HJK;2021;10;VI;25 a 29;55;64;35,25;29
10/2021;HJK;2021;10;VII;30 a 34;75;32;24,1;12
10/2021;HJK;2021;10;VIII;> 34;85;20;17,05;14
10/2021;HJXXIII;2021;10;I;0 a 4;4;8;0,32;0
10/2021;HJXXIII;2021;10;II;5 a 9;8;21;1,68;1
10/2021;HJXXIII;2021;10;III;10 a 14;15;35;5,25;3
10/2021;HJXXIII;2021;10;IV;15 a 19;25;37;9,25;6
10/2021;HJXXIII;2021;10;V;20 a 24;40;21;8,4;2
10/2021;HJXXIII;2021;10;VI;25 a 29;55;11;6,05;6
10/2021;HJXXIII;2021;10;VII;30 a 34;75;1;0,75;1
10/2021;HJXXIII;2021;10;VIII;> 34;85;3;2,55;3
10/2021;HRAD;2021;10;I;0 a 4;4;0;0,0;0
10/2021;HRAD;2021;10;II;5 a 9;8;1;0,08;0
10/2021;HRAD;2021;10;III;10 a 14;15;6;0,9;0
10/2021;HRAD;2021;10;IV;15 a 19;25;3;0,75;0
10/2021;HRAD;2021;10;V;20 a 24;40;10;4,0;2
10/2021;HRAD;2021;10;VI;25 a 29;55;3;1,65;2
10/2021;HRAD;2021;10;VII;30 a 34;75;0;0,0;0
10/2021;HRAD;2021;10;VIII;> 34;85;0;0,0;0
10/2021;HRBJA;2021;10;I;0 a 4;4;0;0,0;0
10/2021;HRBJA;2021;10;II;5 a 9;8;1;0,08;0
10/2021;HRBJA;2021;10;III;10 a 14;15;5;0,75;0
10/2021;HRBJA;2021;10;IV;15 a 19;25;6;1,5;0
10/2021;HRBJA;2021;10;V;20 a 24;40;12;4,8;2
10/2021;HRBJA;2021;10;VI;25 a 29;55;5;2,75;3
10/2021;HRBJA;2021;10;VII;30 a 34;75;4;3,0;3
10/2021;HRBJA;2021;10;VIII;> 34;85;0;0,0;0
10/2021;HRJP;2021;10;I;0 a 4;4;0;0,0;0
10/2021;HRJP;2021;10;II;5 a 9;8;0;0,0;0
10/2021;HRJP;2021;10;III;10 a 14;15;1;0,15;0
10/2021;HRJP;2021;10;IV;15 a 19;25;5;1,25;0
10/2021;HRJP;2021;10;V;20 a 24;40;4;1,6;2
10/2021;HRJP;2021;10;VI;25 a 29;55;1;0,55;2
10/2021;HRJP;2021;10;VII;30 a 34;75;2;1,5;1
10/2021;HRJP;2021;10;VIII;> 34;85;1;0,85;0
10/2021;MOV;2021;10;I;0 a 4;4;0;0,0;0
10/2021;MOV;2021;10;II;5 a 9;8;0;0,0;0
10/2021;MOV;2021;10;III;10 a 14;15;0;0,0;0
10/2021;MOV;2021;10;IV;15 a 19;25;0;0,0;0
10/2021;MOV;2021;10;V;20 a 24;40;0;0,0;0
10/2021;MOV;2021;10;VI;25 a 29;55;0;0,0;0
10/2021;MOV;2021;10;VII;30 a 34;75;0;0,0;0
10/2021;MOV;2021;10;VIII;> 34;85;0;0,0;0
11/2021;HAC;2021;11;I;0 a 4;4;0;0,0;0
11/2021;HAC;2021;11;II;5 a 9;8;4;0,32;0
11/2021;HAC;2021;11;III;10 a 14;15;9;1,35;0
11/2021;HAC;2021;11;IV;15 a 19;25;11;2,75;3
11/2021;HAC;2021;11;V;20 a 24;40;7;2,8;4
11/2021;HAC;2021;11;VI;25 a 29;55;3;1,65;2
11/2021;HAC;2021;11;VII;30 a 34;75;0;0,0;0
11/2021;HAC;2021;11;VIII;> 34;85;2;1,7;2
11/2021;HEM;2021;11;I;0 a 4;4;0;0,0;0
11/2021;HEM;2021;11;II;5 a 9;8;3;0,24;0
11/2021;HEM;2021;11;III;10 a 14;15;7;1,05;0
11/2021;HEM;2021;11;IV;15 a 19;25;22;5,5;5
11/2021;HEM;2021;11;V;20 a 24;40;9;3,6;0
11/2021;HEM;2021;11;VI;25 a 29;55;6;3,3;3
11/2021;HEM;2021;11;VII;30 a 34;75;3;2,25;3
11/2021;HEM;2021;11;VIII;> 34;85;2;1,7;2
11/2021;HJK;2021;11;I;0 a 4;4;89;3,5999999999999996;5
11/2021;HJK;2021;11;II;5 a 9;8;205;16,44;20
11/2021;HJK;2021;11;III;10 a 14;15;234;35,25;13
11/2021;HJK;2021;11;IV;15 a 19;25;218;54,6;28
11/2021;HJK;2021;11;V;20 a 24;40;146;58,4;27
11/2021;HJK;2021;11;VI;25 a 29;55;65;35,8;25
11/2021;HJK;2021;11;VII;30 a 34;75;33;24,85;12
11/2021;HJK;2021;11;VIII;> 34;85;19;16,2;14
11/2021;HJXXIII;2021;11;I;0 a 4;4;10;0,4;0
11/2021;HJXXIII;2021;11;II;5 a 9;8;27;2,16;0
11/2021;HJXXIII;2021;11;III;10 a 14;15;34;5,1;2
11/2021;HJXXIII;2021;11;IV;15 a 19;25;34;8,5;3
11/2021;HJXXIII;2021;11;V;20 a 24;40;13;5,2;3
11/2021;HJXXIII;2021;11;VI;25 a 29;55;11;6,05;5
11/2021;HJXXIII;2021;11;VII;30 a 34;75;1;0,75;0
11/2021;HJXXIII;2021;11;VIII;> 34;85;2;1,7;1
11/2021;HRAD;2021;11;I;0 a 4;4;0;0,0;0
11/2021;HRAD;2021;11;II;5 a 9;8;4;0,32;0
11/2021;HRAD;2021;11;III;10 a 14;15;4;0,6;1
11/2021;HRAD;2021;11;IV;15 a 19;25;5;1,25;0
11/2021;HRAD;2021;11;V;20 a 24;40;3;1,2;1
11/2021;HRAD;2021;11;VI;25 a 29;55;4;2,2;3
11/2021;HRAD;2021;11;VII;30 a 34;75;0;0,0;0
11/2021;HRAD;2021;11;VIII;> 34;85;0;0,0;0
11/2021;HRBJA;2021;11;I;0 a 4;4;0;0,0;0
11/2021;HRBJA;2021;11;II;5 a 9;8;0;0,0;0
11/2021;HRBJA;2021;11;III;10 a 14;15;4;0,6;1
11/2021;HRBJA;2021;11;IV;15 a 19;25;5;1,25;1
11/2021;HRBJA;2021;11;V;20 a 24;40;6;2,4;3
11/2021;HRBJA;2021;11;VI;25 a 29;55;3;1,65;3
11/2021;HRBJA;2021;11;VII;30 a 34;75;1;0,75;0
11/2021;HRBJA;2021;11;VIII;> 34;85;2;1,7;2
11/2021;HRJP;2021;11;I;0 a 4;4;2;0,08;1
11/2021;HRJP;2021;11;II;5 a 9;8;1;0,08;0
11/2021;HRJP;2021;11;III;10 a 14;15;4;0,6;1
11/2021;HRJP;2021;11;IV;15 a 19;25;6;1,5;0
11/2021;HRJP;2021;11;V;20 a 24;40;3;1,2;2
11/2021;HRJP;2021;11;VI;25 a 29;55;1;0,55;0
11/2021;HRJP;2021;11;VII;30 a 34;75;0;0,0;0
11/2021;HRJP;2021;11;VIII;> 34;85;0;0,0;1
11/2021;MOV;2021;11;I;0 a 4;4;0;0,0;0
11/2021;MOV;2021;11;II;5 a 9;8;0;0,0;0
11/2021;MOV;2021;11;III;10 a 14;15;0;0,0;0
11/2021;MOV;2021;11;IV;15 a 19;25;0;0,0;0
11/2021;MOV;2021;11;V;20 a 24;40;0;0,0;0
11/2021;MOV;2021;11;VI;25 a 29;55;0;0,0;0
11/2021;MOV;2021;11;VII;30 a 34;75;0;0,0;0
11/2021;MOV;2021;11;VIII;> 34;85;0;0,0;0
12/2021;HAC;2021;12;I;0 a 4;4;3;0,12;1
12/2021;HAC;2021;12;II;5 a 9;8;8;0,64;1
12/2021;HAC;2021;12;III;10 a 14;15;13;1,95;3
12/2021;HAC;2021;12;IV;15 a 19;25;3;0,75;2
12/2021;HAC;2021;12;V;20 a 24;40;2;0,8;1
12/2021;HAC;2021;12;VI;25 a 29;55;2;1,1;1
12/2021;HAC;2021;12;VII;30 a 34;75;0;0,0;0
12/2021;HAC;2021;12;VIII;> 34;85;1;0,85;1
12/2021;HEM;2021;12;I;0 a 4;4;0;0,0;0
12/2021;HEM;2021;12;II;5 a 9;8;3;0,24;0
12/2021;HEM;2021;12;III;10 a 14;15;7;1,05;1
12/2021;HEM;2021;12;IV;15 a 19;25;22;5,5;6
12/2021;HEM;2021;12;V;20 a 24;40;10;4,0;5
12/2021;HEM;2021;12;VI;25 a 29;55;6;3,3;1
12/2021;HEM;2021;12;VII;30 a 34;75;3;2,25;1
12/2021;HEM;2021;12;VIII;> 34;85;1;0,85;1
12/2021;HJK;2021;12;I;0 a 4;4;90;3,6399999999999997;5
12/2021;HJK;2021;12;II;5 a 9;8;204;16,36;21
12/2021;HJK;2021;12;III;10 a 14;15;236;35,55;13
12/2021;HJK;2021;12;IV;15 a 19;25;221;55,35;31
12/2021;HJK;2021;12;V;20 a 24;40;146;58,4;27
12/2021;HJK;2021;12;VI;25 a 29;55;66;36,349999999999994;23
12/2021;HJK;2021;12;VII;30 a 34;75;31;23,35;12
12/2021;HJK;2021;12;VIII;> 34;85;20;17,05;15
12/2021;HJXXIII;2021;12;I;0 a 4;4;11;0,44;0
12/2021;HJXXIII;2021;12;II;5 a 9;8;25;2,0;1
12/2021;HJXXIII;2021;12;III;10 a 14;15;38;5,7;1
12/2021;HJXXIII;2021;12;IV;15 a 19;25;40;10,0;6
12/2021;HJXXIII;2021;12;V;20 a 24;40;17;6,8;6
12/2021;HJXXIII;2021;12;VI;25 a 29;55;4;2,2;3
12/2021;HJXXIII;2021;12;VII;30 a 34;75;3;2,25;2
12/2021;HJXXIII;2021;12;VIII;> 34;85;1;0,85;1
12/2021;HRAD;2021;12;I;0 a 4;4;0;0,0;0
12/2021;HRAD;2021;12;II;5 a 9;8;3;0,24;0
12/2021;HRAD;2021;12;III;10 a 14;15;3;0,45;0
12/2021;HRAD;2021;12;IV;15 a 19;25;8;2,0;2
12/2021;HRAD;2021;12;V;20 a 24;40;7;2,8;0
12/2021;HRAD;2021;12;VI;25 a 29;55;5;2,75;3
12/2021;HRAD;2021;12;VII;30 a 34;75;0;0,0;0
12/2021;HRAD;2021;12;VIII;> 34;85;0;0,0;0
12/2021;HRBJA;2021;12;I;0 a 4;4;1;0,04;0
12/2021;HRBJA;2021;12;II;5 a 9;8;2;0,16;1
12/2021;HRBJA;2021;12;III;10 a 14;15;6;0,9;1
12/2021;HRBJA;2021;12;IV;15 a 19;25;9;2,25;2
12/2021;HRBJA;2021;12;V;20 a 24;40;4;1,6;0
12/2021;HRBJA;2021;12;VI;25 a 29;55;2;1,1;2
12/2021;HRBJA;2021;12;VII;30 a 34;75;2;1,5;2
12/2021;HRBJA;2021;12;VIII;> 34;85;2;1,7;1
12/2021;HRJP;2021;12;I;0 a 4;4;1;0,04;0
12/2021;HRJP;2021;12;II;5 a 9;8;2;0,16;0
12/2021;HRJP;2021;12;III;10 a 14;15;4;0,6;0
12/2021;HRJP;2021;12;IV;15 a 19;25;5;1,25;0
12/2021;HRJP;2021;12;V;20 a 24;40;3;1,2;1
12/2021;HRJP;2021;12;VI;25 a 29;55;2;1,1;0
12/2021;HRJP;2021;12;VII;30 a 34;75;1;0,75;1
12/2021;HRJP;2021;12;VIII;> 34;85;0;0,0;2
12/2021;MOV;2021;12;I;0 a 4;4;0;0,0;0
12/2021;MOV;2021;12;II;5 a 9;8;0;0,0;0
12/2021;MOV;2021;12;III;10 a 14;15;0;0,0;0
12/2021;MOV;2021;12;IV;15 a 19;25;0;0,0;0
12/2021;MOV;2021;12;V;20 a 24;40;0;0,0;0
12/2021;MOV;2021;12;VI;25 a 29;55;0;0,0;0
12/2021;MOV;2021;12;VII;30 a 34;75;0;0,0;0
12/2021;MOV;2021;12;VIII;> 34;85;0;0,0;0
01/2022;HAC;2022;1;I;0 a 4;4;1;0,04;0
01/2022;HAC;2022;1;II;5 a 9;8;13;1,04;2
01/2022;HAC;2022;1;III;10 a 14;15;17;2,55;1
01/2022;HAC;2022;1;IV;15 a 19;25;6;1,5;2
01/2022;HAC;2022;1;V;20 a 24;40;0;0,0;0
01/2022;HAC;2022;1;VI;25 a 29;55;0;0,0;0
01/2022;HAC;2022;1;VII;30 a 34;75;0;0,0;0
01/2022;HAC;2022;1;VIII;> 34;85;0;0,0;0
01/2022;HEM;2022;1;I;0 a 4;4;0;0,0;0
01/2022;HEM;2022;1;II;5 a 9;8;4;0,32;0
01/2022;HEM;2022;1;III;10 a 14;15;14;2,1;0
01/2022;HEM;2022;1;IV;15 a 19;25;17;4,25;3
01/2022;HEM;2022;1;V;20 a 24;40;9;3,6;3
01/2022;HEM;2022;1;VI;25 a 29;55;11;6,05;8
01/2022;HEM;2022;1;VII;30 a 34;75;3;2,25;2
01/2022;HEM;2022;1;VIII;> 34;85;2;1,7;1
01/2022;HJK;2022;1;I;0 a 4;4;89;3,5999999999999996;5
01/2022;HJK;2022;1;II;5 a 9;8;203;16,28;20
01/2022;HJK;2022;1;III;10 a 14;15;245;36,9;15
01/2022;HJK;2022;1;IV;15 a 19;25;223;55,85;31
01/2022;HJK;2022;1;V;20 a 24;40;142;56,8;28
01/2022;HJK;2022;1;VI;25 a 29;55;70;38,55;27
01/2022;HJK;2022;1;VII;30 a 34;75;34;25,6;16
01/2022;HJK;2022;1;VIII;> 34;85;21;17,9;14
01/2022;HJXXIII;2022;1;I;0 a 4;4;0;0,0;0
01/2022;HJXXIII;2022;1;II;5 a 9;8;16;1,28;0
01/2022;HJXXIII;2022;1;III;10 a 14;15;38;5,7;1
