unidade;mes;ano;grau;escore;predicao_obito;saidas;obitos_ocorridos;obitos_esperados
HAC;Julho;2023;V;20 a 24;40;2;1;0,8
HAC;Julho;2023;VI;25 a 29;55;1;1;0,55
HAC;Julho;2023;VII;30 a 34;75;0;0;0,0
HAC;Julho;2023;VIII;> 34;85;3;3;2,55
HAC;Agosto;2023;I;0 a 4;4;1;0;0,04
HAC;Agosto;2023;II;5 a 9;8;7;1;0,56
HAC;Agosto;2023;III;10 a 14;15;10;1;1,5
HAC;Agosto;2023;IV;15 a 19;25;14;3;3,5
HAC;Agosto;2023;V;20 a 24;40;8;4;3,2
HAC;Agosto;2023;VI;25 a 29;55;4;2;2,2
HAC;Agosto;2023;VII;30 a 34;75;0;0;0,0
HAC;Agosto;2023;VIII;> 34;85;0;0;0,0
HAC;Setembro;2023;I;0 a 4;4;0;0;0,0
HAC;Setembro;2023;II;5 a 9;8;2;0;0,16
HAC;Setembro;2023;III;10 a 14;15;14;0;2,1
HAC;Setembro;2023;IV;15 a 19;25;13;1;3,25
HAC;Setembro;2023;V;20 a 24;40;7;1;2,8
HAC;Setembro;2023;VI;25 a 29;55;4;1;2,2
HAC;Setembro;2023;VII;30 a 34;75;1;1;0,75
HAC;Setembro;2023;VIII;> 34;85;0;0;0,0
HAC;Outubro;2023;I;0 a 4;4;4;0;0,16
HAC;Outubro;2023;II;5 a 9;8;12;1;0,96
HAC;Outubro;2023;III;10 a 14;15;8;0;1,2
HAC;Outubro;2023;IV;15 a 19;25;3;2;0,75
HAC;Outubro;2023;V;20 a 24;40;5;0;2,0
HAC;Outubro;2023;VI;25 a 29;55;1;1;0,55
HAC;Outubro;2023;VII;30 a 34;75;1;0;0,75
HAC;Outubro;2023;VIII;> 34;85;1;1;0,85
HAC;Novembro;2023;I;0 a 4;4;2;0;0,08
HAC;Novembro;2023;II;5 a 9;8;9;0;0,72
HAC;Novembro;2023;III;10 a 14;15;13;1;1,95
HAC;Novembro;2023;IV;15 a 19;25;0;0;0,0
HAC;Novembro;2023;V;20 a 24;40;3;0;1,2
HAC;Novembro;2023;VI;25 a 29;55;3;3;1,65
HAC;Novembro;2023;VII;30 a 34;75;0;0;0,0
HAC;Novembro;2023;VIII;> 34;85;1;1;0,85
HAC;Dezembro;2023;I;0 a 4;4;3;0;0,12
HAC;Dezembro;2023;II;5 a 9;8;12;1;0,96
HAC;Dezembro;2023;III;10 a 14;15;16;0;2,4
HAC;Dezembro;2023;IV;15 a 19;25;0;0;0,0
HAC;Dezembro;2023;V;20 a 24;40;1;1;0,4
HAC;Dezembro;2023;VI;25 a 29;55;1;0;0,55
HAC;Dezembro;2023;VII;30 a 34;75;0;0;0,0
HAC;Dezembro;2023;VIII;> 34;85;0;0;0,0
HEM;Janeiro;2023;I;0 a 4;4;0;0;0,0
HEM;Janeiro;2023;II;5 a 9;8;0;0;0,0
HEM;Janeiro;2023;III;10 a 14;15;8;0;1,2
HEM;Janeiro;2023;IV;15 a 19;25;11;2;2,75
HEM;Janeiro;2023;V;20 a 24;40;5;0;2,0
HEM;Janeiro;2023;VI;25 a 29;55;7;4;3,85
HEM;Janeiro;2023;VII;30 a 34;75;2;2;1,5
HEM;Janeiro;2023;VIII;> 34;85;1;1;0,85
HEM;Fevereiro;2023;I;0 a 4;4;0;0;0,0
HEM;Fevereiro;2023;II;5 a 9;8;0;0;0,0
HEM;Fevereiro;2023;III;10 a 14;15;4;1;0,6
HEM;Fevereiro;2023;IV;15 a 19;25;7;3;1,75
HEM;Fevereiro;2023;V;20 a 24;40;4;2;1,6
HEM;Fevereiro;2023;VI;25 a 29;55;4;0;2,2
HEM;Fevereiro;2023;VII;30 a 34;75;2;1;1,5
HEM;Fevereiro;2023;VIII;> 34;85;0;0;0,0
HEM;Mar̤o;2023;I;0 a 4;4;4;0;0,16
HEM;Mar̤o;2023;II;5 a 9;8;10;0;0,8
HEM;Mar̤o;2023;III;10 a 14;15;10;1;1,5
HEM;Mar̤o;2023;IV;15 a 19;25;9;3;2,25
HEM;Mar̤o;2023;V;20 a 24;40;5;3;2,0
HEM;Mar̤o;2023;VI;25 a 29;55;3;1;1,65
HEM;Mar̤o;2023;VII;30 a 34;75;3;2;2,25
HEM;Mar̤o;2023;VIII;> 34;85;2;2;1,7
HEM;Abril;2023;I;0 a 4;4;1;0;0,04
HEM;Abril;2023;II;5 a 9;8;3;0;0,24
HEM;Abril;2023;III;10 a 14;15;8;0;1,2
HEM;Abril;2023;IV;15 a 19;25;8;0;2,0
HEM;Abril;2023;V;20 a 24;40;10;0;4,0
HEM;Abril;2023;VI;25 a 29;55;3;0;1,65
HEM;Abril;2023;VII;30 a 34;75;0;0;0,0
HEM;Abril;2023;VIII;> 34;85;0;0;0,0
HEM;Maio;2023;I;0 a 4;4;1;0;0,04
HEM;Maio;2023;II;5 a 9;8;2;1;0,16
HEM;Maio;2023;III;10 a 14;15;5;1;0,75
HEM;Maio;2023;IV;15 a 19;25;16;1;4,0
HEM;Maio;2023;V;20 a 24;40;7;2;2,8
HEM;Maio;2023;VI;25 a 29;55;1;0;0,55
HEM;Maio;2023;VII;30 a 34;75;2;0;1,5
HEM;Maio;2023;VIII;> 34;85;3;2;2,55
HEM;Junho;2023;I;0 a 4;4;0;0;0,0
HEM;Junho;2023;II;5 a 9;8;7;0;0,56
HEM;Junho;2023;III;10 a 14;15;6;1;0,9
HEM;Junho;2023;IV;15 a 19;25;12;2;3,0
HEM;Junho;2023;V;20 a 24;40;2;0;0,8
HEM;Junho;2023;VI;25 a 29;55;3;0;1,65
HEM;Junho;2023;VII;30 a 34;75;1;0;0,75
HEM;Junho;2023;VIII;> 34;85;0;0;0,0
HEM;Julho;2023;I;0 a 4;4;0;0;0,0
HEM;Julho;2023;II;5 a 9;8;0;0;0,0
HEM;Julho;2023;III;10 a 14;15;3;0;0,45
HEM;Julho;2023;IV;15 a 19;25;10;1;2,5
HEM;Julho;2023;V;20 a 24;40;7;1;2,8
HEM;Julho;2023;VI;25 a 29;55;7;3;3,85
HEM;Julho;2023;VII;30 a 34;75;2;0;1,5
HEM;Julho;2023;VIII;> 34;85;2;1;1,7
HEM;Agosto;2023;I;0 a 4;4;0;0;0,0
HEM;Agosto;2023;II;5 a 9;8;3;0;0,24
HEM;Agosto;2023;III;10 a 14;15;7;1;1,05
HEM;Agosto;2023;IV;15 a 19;25;2;0;0,5
HEM;Agosto;2023;V;20 a 24;40;11;3;4,4
HEM;Agosto;2023;VI;25 a 29;55;11;4;6,05
HEM;Agosto;2023;VII;30 a 34;75;3;2;2,25
HEM;Agosto;2023;VIII;> 34;85;3;1;2,55
HEM;Setembro;2023;I;0 a 4;4;0;0;0,0
HEM;Setembro;2023;II;5 a 9;8;4;0;0,32
HEM;Setembro;2023;III;10 a 14;15;9;1;1,35
HEM;Setembro;2023;IV;15 a 19;25;3;0;0,75
HEM;Setembro;2023;V;20 a 24;40;6;1;2,4
HEM;Setembro;2023;VI;25 a 29;55;4;2;2,2
HEM;Setembro;2023;VII;30 a 34;75;2;1;1,5
HEM;Setembro;2023;VIII;> 34;85;3;2;2,55
HEM;Outubro;2023;I;0 a 4;4;0;0;0,0
HEM;Outubro;2023;II;5 a 9;8;3;0;0,24
HEM;Outubro;2023;III;10 a 14;15;10;0;1,5
HEM;Outubro;2023;IV;15 a 19;25;8;1;2,0
HEM;Outubro;2023;V;20 a 24;40;6;0;2,4
HEM;Outubro;2023;VI;25 a 29;55;4;2;2,2
HEM;Outubro;2023;VII;30 a 34;75;3;2;2,25
HEM;Outubro;2023;VIII;> 34;85;3;1;2,55
HEM;Novembro;2023;I;0 a 4;4;0;0;0,0
HEM;Novembro;2023;II;5 a 9;8;3;0;0,24
HEM;Novembro;2023;III;10 a 14;15;4;2;0,6
HEM;Novembro;2023;IV;15 a 19;25;9;1;2,25
HEM;Novembro;2023;V;20 a 24;40;6;2;2,4
HEM;Novembro;2023;VI;25 a 29;55;4;2;2,2
HEM;Novembro;2023;VII;30 a 34;75;3;0;2,25
HEM;Novembro;2023;VIII;> 34;85;1;1;0,85
HEM;Dezembro;2023;I;0 a 4;4;0;0;0,0
HEM;Dezembro;2023;II;5 a 9;8;2;0;0,16
HEM;Dezembro;2023;III;10 a 14;15;7;2;1,05
HEM;Dezembro;2023;IV;15 a 19;25;6;3;1,5
HEM;Dezembro;2023;V;20 a 24;40;5;1;2,0
HEM;Dezembro;2023;VI;25 a 29;55;4;2;2,2
HEM;Dezembro;2023;VII;30 a 34;75;3;3;2,25
HEM;Dezembro;2023;VIII;> 34;85;3;3;2,55
HJK;Janeiro;2023;I;0 a 4;4;0;0;0,0
HJK;Janeiro;2023;II;5 a 9;8;2;0;0,16
HJK;Janeiro;2023;III;10 a 14;15;10;0;1,5
HJK;Janeiro;2023;IV;15 a 19;25;11;2;2,75
HJK;Janeiro;2023;V;20 a 24;40;11;1;4,4
HJK;Janeiro;2023;VI;25 a 29;55;3;2;1,65
HJK;Janeiro;2023;VII;30 a 34;75;4;2;3,0
HJK;Janeiro;2023;VIII;> 34;85;0;0;0,0
HJK;Fevereiro;2023;I;0 a 4;4;0;0;0,0
HJK;Fevereiro;2023;II;5 a 9;8;1;0;0,08
HJK;Fevereiro;2023;III;10 a 14;15;10;1;1,5
HJK;Fevereiro;2023;IV;15 a 19;25;12;1;3,0
HJK;Fevereiro;2023;V;20 a 24;40;13;1;5,2
HJK;Fevereiro;2023;VI;25 a 29;55;7;4;3,85
HJK;Fevereiro;2023;VII;30 a 34;75;3;0;2,25
HJK;Fevereiro;2023;VIII;> 34;85;5;4;4,25
HJK;Mar̤o;2023;I;0 a 4;4;0;0;0,0
HJK;Mar̤o;2023;II;5 a 9;8;4;0;0,32
HJK;Mar̤o;2023;III;10 a 14;15;14;2;2,1
HJK;Mar̤o;2023;IV;15 a 19;25;16;2;4,0
HJK;Mar̤o;2023;V;20 a 24;40;8;1;3,2
HJK;Mar̤o;2023;VI;25 a 29;55;7;3;3,85
HJK;Mar̤o;2023;VII;30 a 34;75;5;2;3,75
HJK;Mar̤o;2023;VIII;> 34;85;2;0;1,7
HJK;Abril;2023;I;0 a 4;4;2;0;0,08
HJK;Abril;2023;II;5 a 9;8;5;0;0,4
HJK;Abril;2023;III;10 a 14;15;13;0;1,95
HJK;Abril;2023;IV;15 a 19;25;28;2;7,0
HJK;Abril;2023;V;20 a 24;40;17;1;6,8
HJK;Abril;2023;VI;25 a 29;55;7;3;3,85
HJK;Abril;2023;VII;30 a 34;75;1;1;0,75
HJK;Abril;2023;VIII;> 34;85;0;0;0,0
HJK;Maio;2023;I;0 a 4;4;2;0;0,08
HJK;Maio;2023;II;5 a 9;8;3;0;0,24
HJK;Maio;2023;III;10 a 14;15;28;3;4,2
HJK;Maio;2023;IV;15 a 19;25;24;3;6,0
HJK;Maio;2023;V;20 a 24;40;16;0;6,4
HJK;Maio;2023;VI;25 a 29;55;9;4;4,95
HJK;Maio;2023;VII;30 a 34;75;3;1;2,25
HJK;Maio;2023;VIII;> 34;85;4;3;3,4
HJK;Junho;2023;I;0 a 4;4;4;0;0,16
HJK;Junho;2023;II;5 a 9;8;11;1;0,88
HJK;Junho;2023;III;10 a 14;15;21;2;3,15
HJK;Junho;2023;IV;15 a 19;25;27;4;6,75
HJK;Junho;2023;V;20 a 24;40;19;6;7,6
HJK;Junho;2023;VI;25 a 29;55;18;1;9,9
HJK;Junho;2023;VII;30 a 34;75;5;1;3,75
HJK;Junho;2023;VIII;> 34;85;2;1;1,7
HJK;Julho;2023;I;0 a 4;4;0;0;0,0
HJK;Julho;2023;II;5 a 9;8;4;0;0,32
HJK;Julho;2023;III;10 a 14;15;28;1;4,2
HJK;Julho;2023;IV;15 a 19;25;18;2;4,5
HJK;Julho;2023;V;20 a 24;40;15;3;6,0
HJK;Julho;2023;VI;25 a 29;55;12;3;6,6
HJK;Julho;2023;VII;30 a 34;75;9;4;6,75
HJK;Julho;2023;VIII;> 34;85;1;1;0,85
HJK;Agosto;2023;I;0 a 4;4;2;0;0,08
HJK;Agosto;2023;II;5 a 9;8;11;0;0,88
HJK;Agosto;2023;III;10 a 14;15;26;1;3,9
HJK;Agosto;2023;IV;15 a 19;25;39;3;9,75
HJK;Agosto;2023;V;20 a 24;40;24;7;9,6
HJK;Agosto;2023;VI;25 a 29;55;13;2;7,15
HJK;Agosto;2023;VII;30 a 34;75;12;4;9,0
HJK;Agosto;2023;VIII;> 34;85;2;2;1,7
HJK;Setembro;2023;I;0 a 4;4;4;0;0,16
HJK;Setembro;2023;II;5 a 9;8;11;0;0,88
HJK;Setembro;2023;III;10 a 14;15;27;1;4,05
HJK;Setembro;2023;IV;15 a 19;25;34;4;8,5
HJK;Setembro;2023;V;20 a 24;40;16;5;6,4
HJK;Setembro;2023;VI;25 a 29;55;15;6;8,25
HJK;Setembro;2023;VII;30 a 34;75;4;2;3,0
HJK;Setembro;2023;VIII;> 34;85;3;0;2,55
HJK;Outubro;2023;I;0 a 4;4;5;0;0,2
HJK;Outubro;2023;II;5 a 9;8;11;1;0,88
HJK;Outubro;2023;III;10 a 14;15;52;1;7,8
HJK;Outubro;2023;IV;15 a 19;25;35;5;8,75
HJK;Outubro;2023;V;20 a 24;40;14;5;5,6
HJK;Outubro;2023;VI;25 a 29;55;15;3;8,25
HJK;Outubro;2023;VII;30 a 34;75;6;2;4,5
HJK;Outubro;2023;VIII;> 34;85;2;2;1,7
HJK;Novembro;2023;I;0 a 4;4;2;0;0,08
HJK;Novembro;2023;II;5 a 9;8;7;1;0,56
HJK;Novembro;2023;III;10 a 14;15;32;1;4,8
HJK;Novembro;2023;IV;15 a 19;25;40;1;10,0
HJK;Novembro;2023;V;20 a 24;40;17;3;6,8
HJK;Novembro;2023;VI;25 a 29;55;21;7;11,55
HJK;Novembro;2023;VII;30 a 34;75;7;4;5,25
HJK;Novembro;2023;VIII;> 34;85;4;2;3,4
HJK;Dezembro;2023;I;0 a 4;4;1;0;0,04
HJK;Dezembro;2023;II;5 a 9;8;9;1;0,72
HJK;Dezembro;2023;III;10 a 14;15;52;2;7,8
HJK;Dezembro;2023;IV;15 a 19;25;42;6;10,5
HJK;Dezembro;2023;V;20 a 24;40;21;8;8,4
HJK;Dezembro;2023;VI;25 a 29;55;11;3;6,05
HJK;Dezembro;2023;VII;30 a 34;75;3;2;2,25
HJK;Dezembro;2023;VIII;> 34;85;2;2;1,7
HJXXIII;Janeiro;2023;I;0 a 4;4;13;0;0,52
HJXXIII;Janeiro;2023;II;5 a 9;8;31;1;2,48
HJXXIII;Janeiro;2023;III;10 a 14;15;50;2;7,5
HJXXIII;Janeiro;2023;IV;15 a 19;25;32;3;8,0
HJXXIII;Janeiro;2023;V;20 a 24;40;13;4;5,2
HJXXIII;Janeiro;2023;VI;25 a 29;55;9;4;4,95
HJXXIII;Janeiro;2023;VII;30 a 34;75;3;3;2,25
HJXXIII;Janeiro;2023;VIII;> 34;85;1;1;0,85
HJXXIII;Fevereiro;2023;I;0 a 4;4;16;0;0,64
HJXXIII;Fevereiro;2023;II;5 a 9;8;28;2;2,24
HJXXIII;Fevereiro;2023;III;10 a 14;15;30;2;4,5
HJXXIII;Fevereiro;2023;IV;15 a 19;25;26;7;6,5
HJXXIII;Fevereiro;2023;V;20 a 24;40;14;6;5,6
HJXXIII;Fevereiro;2023;VI;25 a 29;55;9;8;4,95
HJXXIII;Fevereiro;2023;VII;30 a 34;75;2;2;1,5
HJXXIII;Fevereiro;2023;VIII;> 34;85;0;0;0,0
HJXXIII;Mar̤o;2023;I;0 a 4;4;12;0;0,48
HJXXIII;Mar̤o;2023;II;5 a 9;8;24;0;1,92
HJXXIII;Mar̤o;2023;III;10 a 14;15;41;2;6,15
HJXXIII;Mar̤o;2023;IV;15 a 19;25;43;5;10,75
HJXXIII;Mar̤o;2023;V;20 a 24;40;26;4;10,4
HJXXIII;Mar̤o;2023;VI;25 a 29;55;13;6;7,15
HJXXIII;Mar̤o;2023;VII;30 a 34;75;2;0;1,5
HJXXIII;Mar̤o;2023;VIII;> 34;85;1;0;0,85
HJXXIII;Abril;2023;I;0 a 4;4;21;0;0,84
HJXXIII;Abril;2023;II;5 a 9;8;36;1;2,88
HJXXIII;Abril;2023;III;10 a 14;15;28;3;4,2
HJXXIII;Abril;2023;IV;15 a 19;25;32;6;8,0
HJXXIII;Abril;2023;V;20 a 24;40;15;5;6,0
HJXXIII;Abril;2023;VI;25 a 29;55;11;4;6,05
HJXXIII;Abril;2023;VII;30 a 34;75;1;1;0,75
HJXXIII;Abril;2023;VIII;> 34;85;3;0;2,55
HJXXIII;Maio;2023;I;0 a 4;4;8;1;0,32
HJXXIII;Maio;2023;II;5 a 9;8;27;3;2,16
HJXXIII;Maio;2023;III;10 a 14;15;38;2;5,7
HJXXIII;Maio;2023;IV;15 a 19;25;53;9;13,25
HJXXIII;Maio;2023;V;20 a 24;40;18;4;7,2
HJXXIII;Maio;2023;VI;25 a 29;55;10;5;5,5
HJXXIII;Maio;2023;VII;30 a 34;75;2;1;1,5
HJXXIII;Maio;2023;VIII;> 34;85;1;1;0,85
HJXXIII;Junho;2023;I;0 a 4;4;10;0;0,4
HJXXIII;Junho;2023;II;5 a 9;8;13;0;1,04
HJXXIII;Junho;2023;III;10 a 14;15;42;5;6,3
HJXXIII;Junho;2023;IV;15 a 19;25;27;3;6,75
HJXXIII;Junho;2023;V;20 a 24;40;24;4;9,6
HJXXIII;Junho;2023;VI;25 a 29;55;8;3;4,4
HJXXIII;Junho;2023;VII;30 a 34;75;3;3;2,25
HJXXIII;Junho;2023;VIII;> 34;85;1;1;0,85
HJXXIII;Julho;2023;I;0 a 4;4;8;0;0,32
HJXXIII;Julho;2023;II;5 a 9;8;20;0;1,6
HJXXIII;Julho;2023;III;10 a 14;15;31;7;4,65
HJXXIII;Julho;2023;IV;15 a 19;25;27;2;6,75
HJXXIII;Julho;2023;V;20 a 24;40;16;3;6,4
HJXXIII;Julho;2023;VI;25 a 29;55;13;4;7,15
HJXXIII;Julho;2023;VII;30 a 34;75;2;2;1,5
HJXXIII;Julho;2023;VIII;> 34;85;1;1;0,85
HJXXIII;Agosto;2023;I;0 a 4;4;4;0;0,16
HJXXIII;Agosto;2023;II;5 a 9;8;16;1;1,28
HJXXIII;Agosto;2023;III;10 a 14;15;16;1;2,4
HJXXIII;Agosto;2023;IV;15 a 19;25;32;2;8,0
HJXXIII;Agosto;2023;V;20 a 24;40;14;4;5,6
HJXXIII;Agosto;2023;VI;25 a 29;55;2;2;1,1
HJXXIII;Agosto;2023;VII;30 a 34;75;2;2;1,5
HJXXIII;Agosto;2023;VIII;> 34;85;0;0;0,0
HJXXIII;Setembro;2023;I;0 a 4;4;19;0;0,76
HJXXIII;Setembro;2023;II;5 a 9;8;18;2;1,44
HJXXIII;Setembro;2023;III;10 a 14;15;29;1;4,35
HJXXIII;Setembro;2023;IV;15 a 19;25;46;12;11,5
HJXXIII;Setembro;2023;V;20 a 24;40;15;3;6,0
HJXXIII;Setembro;2023;VI;25 a 29;55;7;4;3,85
HJXXIII;Setembro;2023;VII;30 a 34;75;4;4;3,0
HJXXIII;Setembro;2023;VIII;> 34;85;7;7;5,95
HJXXIII;Outubro;2023;I;0 a 4;4;11;1;0,44
HJXXIII;Outubro;2023;II;5 a 9;8;39;1;3,12
HJXXIII;Outubro;2023;III;10 a 14;15;32;4;4,8
HJXXIII;Outubro;2023;IV;15 a 19;25;28;6;7,0
HJXXIII;Outubro;2023;V;20 a 24;40;14;5;5,6
HJXXIII;Outubro;2023;VI;25 a 29;55;6;3;3,3
HJXXIII;Outubro;2023;VII;30 a 34;75;1;1;0,75
HJXXIII;Outubro;2023;VIII;> 34;85;0;0;0,0
HJXXIII;Novembro;2023;I;0 a 4;4;15;0;0,6
HJXXIII;Novembro;2023;II;5 a 9;8;18;0;1,44
HJXXIII;Novembro;2023;III;10 a 14;15;49;6;7,35
HJXXIII;Novembro;2023;IV;15 a 19;25;33;6;8,25
HJXXIII;Novembro;2023;V;20 a 24;40;24;7;9,6
HJXXIII;Novembro;2023;VI;25 a 29;55;12;8;6,6
HJXXIII;Novembro;2023;VII;30 a 34;75;5;4;3,75
HJXXIII;Novembro;2023;VIII;> 34;85;3;2;2,55
HJXXIII;Dezembro;2023;I;0 a 4;4;16;0;0,64
HJXXIII;Dezembro;2023;II;5 a 9;8;19;1;1,52
HJXXIII;Dezembro;2023;III;10 a 14;15;42;5;6,3
HJXXIII;Dezembro;2023;IV;15 a 19;25;31;4;7,75
HJXXIII;Dezembro;2023;V;20 a 24;40;15;4;6,0
HJXXIII;Dezembro;2023;VI;25 a 29;55;4;1;2,2
HJXXIII;Dezembro;2023;VII;30 a 34;75;5;3;3,75
HJXXIII;Dezembro;2023;VIII;> 34;85;4;4;3,4
HRAD;Janeiro;2023;I;0 a 4;4;0;0;0,0
HRAD;Janeiro;2023;II;5 a 9;8;0;0;0,0
HRAD;Janeiro;2023;III;10 a 14;15;5;0;0,75
HRAD;Janeiro;2023;IV;15 a 19;25;5;1;1,25
HRAD;Janeiro;2023;V;20 a 24;40;5;0;2,0
HRAD;Janeiro;2023;VI;25 a 29;55;3;3;1,65
HRAD;Janeiro;2023;VII;30 a 34;75;0;0;0,0
HRAD;Janeiro;2023;VIII;> 34;85;1;1;0,85
HRAD;Fevereiro;2023;I;0 a 4;4;1;0;0,04
HRAD;Fevereiro;2023;II;5 a 9;8;0;0;0,0
HRAD;Fevereiro;2023;III;10 a 14;15;2;0;0,3
HRAD;Fevereiro;2023;IV;15 a 19;25;4;2;1,0
HRAD;Fevereiro;2023;V;20 a 24;40;5;0;2,0
HRAD;Fevereiro;2023;VI;25 a 29;55;2;1;1,1
HRAD;Fevereiro;2023;VII;30 a 34;75;1;1;0,75
HRAD;Fevereiro;2023;VIII;> 34;85;0;0;0,0
HRAD;Mar̤o;2023;I;0 a 4;4;0;0;0,0
HRAD;Mar̤o;2023;II;5 a 9;8;0;0;0,0
HRAD;Mar̤o;2023;III;10 a 14;15;0;0;0,0
HRAD;Mar̤o;2023;IV;15 a 19;25;9;0;2,25
HRAD;Mar̤o;2023;V;20 a 24;40;9;1;3,6
HRAD;Mar̤o;2023;VI;25 a 29;55;4;2;2,2
HRAD;Mar̤o;2023;VII;30 a 34;75;1;1;0,75
HRAD;Mar̤o;2023;VIII;> 34;85;0;0;0,0
HRAD;Abril;2023;I;0 a 4;4;0;0;0,0
HRAD;Abril;2023;II;5 a 9;8;0;0;0,0
HRAD;Abril;2023;III;10 a 14;15;10;0;1,5
HRAD;Abril;2023;IV;15 a 19;25;3;2;0,75
HRAD;Abril;2023;V;20 a 24;40;5;3;2,0
HRAD;Abril;2023;VI;25 a 29;55;2;2;1,1
HRAD;Abril;2023;VII;30 a 34;75;0;0;0,0
HRAD;Abril;2023;VIII;> 34;85;0;0;0,0
HRAD;Maio;2023;I;0 a 4;4;0;0;0,0
HRAD;Maio;2023;II;5 a 9;8;1;0;0,08
HRAD;Maio;2023;III;10 a 14;15;5;0;0,75
HRAD;Maio;2023;IV;15 a 19;25;8;2;2,0
HRAD;Maio;2023;V;20 a 24;40;2;1;0,8
HRAD;Maio;2023;VI;25 a 29;55;3;2;1,65
HRAD;Maio;2023;VII;30 a 34;75;0;0;0,0
HRAD;Maio;2023;VIII;> 34;85;0;0;0,0
HRAD;Junho;2023;I;0 a 4;4;0;0;0,0
HRAD;Junho;2023;II;5 a 9;8;0;0;0,0
HRAD;Junho;2023;III;10 a 14;15;4;0;0,6
HRAD;Junho;2023;IV;15 a 19;25;10;2;2,5
HRAD;Junho;2023;V;20 a 24;40;3;1;1,2
HRAD;Junho;2023;VI;25 a 29;55;1;1;0,55
HRAD;Junho;2023;VII;30 a 34;75;1;1;0,75
HRAD;Junho;2023;VIII;> 34;85;0;0;0,0
HRAD;Julho;2023;I;0 a 4;4;0;0;0,0
HRAD;Julho;2023;II;5 a 9;8;0;0;0,0
HRAD;Julho;2023;III;10 a 14;15;7;0;1,05
HRAD;Julho;2023;IV;15 a 19;25;10;2;2,5
HRAD;Julho;2023;V;20 a 24;40;3;0;1,2
HRAD;Julho;2023;VI;25 a 29;55;1;0;0,55
HRAD;Julho;2023;VII;30 a 34;75;1;1;0,75
HRAD;Julho;2023;VIII;> 34;85;0;0;0,0
HRAD;Agosto;2023;I;0 a 4;4;0;0;0,0
HRAD;Agosto;2023;II;5 a 9;8;2;0;0,16
